RowNumber	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver	row_num
3011	ESPN	SPORTS	4.20	521138.00	110.00	10000000.00	Free	0.00	Everyone 10+	Sports	2018-07-19	Varies with device	5.0 and up	6
2960	ESPN	SPORTS	4.20	521138.00	110.00	10000000.00	Free	0.00	Everyone 10+	Sports	2018-07-19	Varies with device	5.0 and up	7
3014	ESPN Fantasy Sports	SPORTS	4.00	176448.00	10.00	5000000.00	Free	0.00	Everyone	Sports	2017-11-21	5.3.0	4.4 and up	2
3046	ESPN Fantasy Sports	SPORTS	4.00	176450.00	10.00	5000000.00	Free	0.00	Everyone	Sports	2017-11-21	5.3.0	4.4 and up	3
10189	ESPN Fantasy Sports	SPORTS	4.00	176487.00	10.00	5000000.00	Free	0.00	Everyone	Sports	2017-11-21	5.3.0	4.4 and up	4
2253	Essential Anatomy 3	MEDICAL	4.10	1533.00	42.00	50000.00	Paid	11.99	Mature 17+	Medical	2014-08-07	1.1.3	4.0.3 and up	2
2783	Etsy: Handmade & Vintage Goods	SHOPPING	4.30	95520.00	15.00	10000000.00	Free	0.00	Teen	Shopping	2018-08-03	5.3.1	4.1 and up	2
3511	Evernote â€“ Organizer, Planner for Notes & Memos	PRODUCTIVITY	4.60	1488396.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-03	Varies with device	Varies with device	2
3483	Evernote â€“ Organizer, Planner for Notes & Memos	PRODUCTIVITY	4.60	1488396.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-03	Varies with device	Varies with device	3
3548	Evernote â€“ Organizer, Planner for Notes & Memos	PRODUCTIVITY	4.60	1488397.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-03	Varies with device	Varies with device	4
3130	Expedia Hotels, Flights & Car Rental Travel Deals	TRAVEL_AND_LOCAL	4.10	136633.00	14.00	10000000.00	Free	0.00	Everyone	Travel & Local	2018-08-06	18.30.0	5.0 and up	2
3176	Expedia Hotels, Flights & Car Rental Travel Deals	TRAVEL_AND_LOCAL	4.10	136626.00	14.00	10000000.00	Free	0.00	Everyone	Travel & Local	2018-08-06	18.30.0	5.0 and up	3
3204	Expedia Hotels, Flights & Car Rental Travel Deals	TRAVEL_AND_LOCAL	4.10	136626.00	14.00	10000000.00	Free	0.00	Everyone	Travel & Local	2018-08-06	18.30.0	5.0 and up	4
2705	Extreme Coupon Finder	SHOPPING	4.10	11798.00	110.00	1000000.00	Free	0.00	Everyone	Shopping	2018-05-10	Varies with device	Varies with device	2
2725	Extreme Coupon Finder	SHOPPING	4.10	11798.00	110.00	1000000.00	Free	0.00	Everyone	Shopping	2018-05-10	Varies with device	Varies with device	3
1437	Fabulous: Motivate Me! Meditate, Relax, Sleep	HEALTH_AND_FITNESS	4.60	205299.00	31.00	5000000.00	Free	0.00	Everyone	Health & Fitness	2018-07-16	3.48	4.1 and up	2
8175	Face Filter, Selfie Editor - Sweet Camera	PHOTOGRAPHY	4.70	142758.00	22.00	10000000.00	Free	0.00	Everyone	Photography	2018-07-06	1.5.1	4.4 and up	2
3944	Facebook	SOCIAL	4.10	78128208.00	110.00	1000000000.00	Free	0.00	Teen	Social	2018-08-03	Varies with device	Varies with device	2
216	Facebook Ads Manager	BUSINESS	4.10	19023.00	110.00	1000000.00	Free	0.00	Everyone	Business	2018-08-01	99.0.0.35.75	4.1 and up	2
2547	Facebook Lite	SOCIAL	4.30	8606259.00	110.00	500000000.00	Free	0.00	Teen	Social	2018-08-01	Varies with device	Varies with device	2
202	Facebook Pages Manager	BUSINESS	4.00	1279184.00	110.00	50000000.00	Free	0.00	Everyone	Business	2018-08-02	Varies with device	Varies with device	2
2884	Facetune - For Free	PHOTOGRAPHY	4.40	49553.00	48.00	1000000.00	Paid	5.99	Everyone	Photography	2018-07-25	1.3.1	4.1 and up	2
2951	Facetune - For Free	PHOTOGRAPHY	4.40	49553.00	48.00	1000000.00	Paid	5.99	Everyone	Photography	2018-07-25	1.3.1	4.1 and up	3
1846	Fallout Shelter	GAME	4.60	2719142.00	25.00	10000000.00	Free	0.00	Teen	Simulation	2018-06-11	1.13.12	4.1 and up	2
2743	Fancy	SHOPPING	4.20	39735.00	18.00	5000000.00	Free	0.00	Teen	Shopping	2018-07-25	3.13.09	4.0 and up	2
2798	Fancy	SHOPPING	4.20	39735.00	18.00	5000000.00	Free	0.00	Teen	Shopping	2018-07-25	3.13.09	4.0 and up	3
994	Fandango Movies - Times + Tickets	ENTERTAINMENT	4.60	243747.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-08-02	Varies with device	Varies with device	2
3099	Fantasy Football	SPORTS	3.50	50179.00	23.00	1000000.00	Free	0.00	Everyone	Sports	2018-08-02	2.5.7.1	5.0 and up	2
2012	Farm Heroes Saga	GAME	4.40	7614407.00	70.00	100000000.00	Free	0.00	Everyone	Casual	2018-07-26	5.1.8	2.3 and up	2
1734	Farm Heroes Saga	GAME	4.40	7614271.00	70.00	100000000.00	Free	0.00	Everyone	Casual	2018-07-26	5.1.8	2.3 and up	3
1696	Farm Heroes Saga	GAME	4.40	7614130.00	70.00	100000000.00	Free	0.00	Everyone	Casual	2018-07-26	5.1.8	2.3 and up	4
10716	FarmersOnly Dating	DATING	3.00	1145.00	1.40	100000.00	Free	0.00	Mature 17+	Dating	2016-02-25	2.2	4.0 and up	2
2053	Farming Simulator 14	FAMILY	4.50	530854.00	51.00	10000000.00	Free	0.00	Everyone	Simulation;Action & Adventure	2017-07-17	1.4.4	2.3.3 and up	2
1627	Fashion in Vogue	LIFESTYLE	3.80	1797.00	6.80	100000.00	Free	0.00	Everyone	Lifestyle	2016-09-27	2.0	4.3 and up	2
1605	Fashion in Vogue	LIFESTYLE	3.80	1797.00	6.80	100000.00	Free	0.00	Everyone	Lifestyle	2016-09-27	2.0	4.3 and up	3
233	Fast Scanner : Free PDF Scan	BUSINESS	4.50	103755.00	14.00	10000000.00	Free	0.00	Everyone	Business	2018-07-11	3.9.2	4.1 and up	2
576	FastMeet: Chat, Dating, Love	DATING	4.20	22545.00	5.90	1000000.00	Free	0.00	Mature 17+	Dating	2018-07-27	1.31.4	4.0.3 and up	2
3083	FIFA - Tournaments, Soccer News & Live Scores	SPORTS	4.20	342912.00	6.00	10000000.00	Free	0.00	Everyone	Sports	2018-08-03	4.3.1	4.4 and up	2
10119	FilterGrid - Cam&Photo Editor	PHOTOGRAPHY	4.60	126338.00	9.60	1000000.00	Free	0.00	Everyone	Photography	2017-03-15	2.0.5	4.0 and up	2
1827	Final Fantasy XV: A New Empire	GAME	4.00	484981.00	110.00	10000000.00	Free	0.00	Everyone 10+	Strategy	2018-06-15	3.30.4.83	4.1 and up	2
503	Find Real Love â€” YouLove Premium Dating	DATING	4.50	212626.00	11.00	10000000.00	Free	0.00	Mature 17+	Dating	2018-07-31	4.17.2	4.1 and up	2
345	Firefox Browser fast & private	COMMUNICATION	4.40	3075028.00	110.00	100000000.00	Free	0.00	Everyone	Communication	2018-07-10	Varies with device	Varies with device	2
413	Firefox Browser fast & private	COMMUNICATION	4.40	3075118.00	110.00	100000000.00	Free	0.00	Everyone	Communication	2018-07-10	Varies with device	Varies with device	3
359	Firefox Focus: The privacy browser	COMMUNICATION	4.40	36880.00	4.00	1000000.00	Free	0.00	Everyone	Communication	2018-07-06	5.2	5.0 and up	2
10721	Firefox Focus: The privacy browser	COMMUNICATION	4.40	36981.00	4.00	1000000.00	Free	0.00	Everyone	Communication	2018-07-06	5.2	5.0 and up	3
1684	Fishdom	GAME	4.60	2157930.00	110.00	10000000.00	Free	0.00	Everyone	Puzzle	2018-07-19	2.21.5	4.0.3 and up	2
1718	Fishdom	GAME	4.60	2157930.00	110.00	10000000.00	Free	0.00	Everyone	Puzzle	2018-07-19	2.21.5	4.0.3 and up	3
1386	Fitbit Coach	HEALTH_AND_FITNESS	4.60	28951.00	60.00	1000000.00	Free	0.00	Everyone	Health & Fitness	2018-07-16	4.4	4.4 and up	2
2888	Flickr	PHOTOGRAPHY	4.30	251951.00	16.00	10000000.00	Free	0.00	Mature 17+	Photography	2018-07-11	4.7.3	4.4 and up	2
3820	Flipboard: News For Our Time	NEWS_AND_MAGAZINES	4.40	1284018.00	110.00	500000000.00	Free	0.00	Everyone 10+	News & Magazines	2018-08-03	Varies with device	Varies with device	2
3756	Flipboard: News For Our Time	NEWS_AND_MAGAZINES	4.40	1284017.00	110.00	500000000.00	Free	0.00	Everyone 10+	News & Magazines	2018-08-03	Varies with device	Varies with device	3
4102	Flipkart Online Shopping App	SHOPPING	4.40	6003590.00	110.00	100000000.00	Free	0.00	Teen	Shopping	2018-08-02	Varies with device	Varies with device	2
4990	Flipp - Weekly Shopping	SHOPPING	4.60	85782.00	110.00	10000000.00	Free	0.00	Everyone	Shopping	2018-07-30	Varies with device	Varies with device	2
542	FlirtChat - â™¥Free Dating/Flirting Appâ™¥	DATING	4.30	2430.00	13.00	500000.00	Free	0.00	Mature 17+	Dating	2018-07-26	12.0.4	4.1 and up	2
1745	Flow Free	GAME	4.30	1295606.00	11.00	100000000.00	Free	0.00	Everyone	Puzzle	2018-04-11	4.0	4.1 and up	2
1888	Flow Free	GAME	4.30	1295625.00	11.00	100000000.00	Free	0.00	Everyone	Puzzle	2018-04-11	4.0	4.1 and up	3
1982	Flow Free	GAME	4.30	1295625.00	11.00	100000000.00	Free	0.00	Everyone	Puzzle	2018-04-11	4.0	4.1 and up	4
1682	Flow Free	GAME	4.30	1295557.00	11.00	100000000.00	Free	0.00	Everyone	Puzzle	2018-04-11	4.0	4.1 and up	5
3148	Fly Delta	TRAVEL_AND_LOCAL	3.70	27560.00	46.00	5000000.00	Free	0.00	Everyone	Travel & Local	2018-07-31	4.13.2	5.0 and up	2
1421	Food Calorie Calculator	HEALTH_AND_FITNESS	4.20	1324.00	4.00	100000.00	Free	0.00	Everyone	Health & Fitness	2018-01-29	10.2.0	4.0 and up	2
906	Food Network	ENTERTAINMENT	4.10	7813.00	110.00	500000.00	Free	0.00	Teen	Entertainment	2018-07-27	Varies with device	Varies with device	2
10019	Food Network	FAMILY	4.10	7823.00	110.00	500000.00	Free	0.00	Teen	Entertainment	2018-07-27	Varies with device	Varies with device	3
3070	FotMob - Live Soccer Scores	SPORTS	4.70	410395.00	110.00	10000000.00	Free	0.00	Everyone	Sports	2018-07-31	Varies with device	Varies with device	2
985	FOX	ENTERTAINMENT	3.70	197774.00	44.00	10000000.00	Free	0.00	Mature 17+	Entertainment	2018-06-25	6.6.1	4.4 and up	2
3803	Fox News â€“ Breaking News, Live Video & News Alerts	NEWS_AND_MAGAZINES	4.50	249919.00	110.00	10000000.00	Free	0.00	Everyone 10+	News & Magazines	2018-07-30	Varies with device	Varies with device	2
3786	Fox News â€“ Breaking News, Live Video & News Alerts	NEWS_AND_MAGAZINES	4.50	249919.00	110.00	10000000.00	Free	0.00	Everyone 10+	News & Magazines	2018-07-30	Varies with device	Varies with device	3
940	FOX NOW - On Demand & Live TV	ENTERTAINMENT	3.90	60841.00	110.00	5000000.00	Free	0.00	Teen	Entertainment	2018-07-26	Varies with device	4.4 and up	2
920	FOX NOW - On Demand & Live TV	ENTERTAINMENT	3.90	60841.00	110.00	5000000.00	Free	0.00	Teen	Entertainment	2018-07-26	Varies with device	4.4 and up	3
3098	FOX Sports: Live Streaming, Scores & News	SPORTS	4.00	28895.00	82.00	5000000.00	Free	0.00	Teen	Sports	2018-08-02	4.4.15	5.0 and up	2
2380	FP Notebook	MEDICAL	4.50	408.00	60.00	50000.00	Free	0.00	Everyone	Medical	2018-03-24	2.1.0.372	4.4 and up	2
2522	fred's Pharmacy	MEDICAL	3.00	315.00	22.00	100000.00	Free	0.00	Everyone	Medical	2017-10-10	1.0.02	4.0 and up	2
2357	Free Blood Pressure	MEDICAL		7.00	5.70	5000.00	Free	0.00	Everyone	Medical	2016-10-13	3.0.0	4.0.3 and up	2
2503	Free Blood Pressure	MEDICAL		7.00	5.70	5000.00	Free	0.00	Everyone	Medical	2016-10-13	3.0.0	4.0.3 and up	3
605	Free Cam Girls - Live Webcam	DATING	3.50	35.00	16.00	1000.00	Free	0.00	Mature 17+	Dating	2018-07-16	2.4	4.0.3 and up	2
509	Free Dating & Flirt Chat - Choice of Love	DATING	4.00	42194.00	110.00	5000000.00	Free	0.00	Mature 17+	Dating	2018-07-24	Varies with device	Varies with device	2
691	Free Dating App - Meet Local Singles - Flirt Chat	DATING	4.10	825.00	110.00	100000.00	Free	0.00	Mature 17+	Dating	2017-12-28	1.0.5	4.0 and up	2
513	Free Dating App - YoCutie - Flirt, Chat & Meet	DATING	4.10	97684.00	7.90	1000000.00	Free	0.00	Mature 17+	Dating	2018-07-10	1.230	4.0.3 and up	2
697	Free Dating Hook Up Messenger	DATING	3.30	1157.00	21.00	100000.00	Free	0.00	Mature 17+	Dating	2017-01-27	5.0.1	4.2 and up	2
8441	Free phone calls, free texting SMS on free number	SOCIAL	4.50	412888.00	35.00	10000000.00	Free	0.00	Everyone	Social	2018-07-31	3.8.1	4.1 and up	2
390	free video calls and chat	COMMUNICATION	4.20	594728.00	110.00	50000000.00	Free	0.00	Everyone	Communication	2018-07-19	7.3(800241)	4.4 and up	2
4225	free video calls and chat	COMMUNICATION	4.20	594720.00	110.00	50000000.00	Free	0.00	Everyone	Communication	2018-07-19	7.3(800241)	4.4 and up	3
271	FreshBooks Classic	BUSINESS	4.10	1802.00	26.00	100000.00	Free	0.00	Everyone	Business	2018-04-18	1.7.14	4.2 and up	2
2139	Frozen Free Fall	FAMILY	4.30	1574197.00	37.00	50000000.00	Free	0.00	Everyone	Puzzle;Action & Adventure	2018-07-27	6.7.0	4.2 and up	2
9681	Frozen Free Fall	FAMILY	4.30	1574546.00	37.00	50000000.00	Free	0.00	Everyone	Puzzle;Action & Adventure	2018-07-27	6.7.0	4.2 and up	3
1742	Fruits Bomb	GAME	4.40	74673.00	17.00	10000000.00	Free	0.00	Everyone	Casual	2018-07-06	3.3.3179	4.0.3 and up	2
2210	Fun Kid Racing - Motocross	FAMILY	4.10	59729.00	110.00	10000000.00	Free	0.00	Everyone	Racing;Action & Adventure	2018-06-27	3.46	4.2 and up	2
4302	Fuzzy Numbers: Pre-K Number Foundation	FAMILY	4.70	21.00	44.00	1000.00	Paid	5.99	Everyone	Education;Education	2017-07-21	1.3	4.1 and up	2
3567	G Cloud Backup	PRODUCTIVITY	4.60	267189.00	110.00	5000000.00	Free	0.00	Everyone	Productivity	2018-04-29	Varies with device	Varies with device	2
1685	Galaxy Attack: Alien Shooter	GAME	4.60	506275.00	110.00	10000000.00	Free	0.00	Everyone	Arcade	2018-08-01	5.66	4.1 and up	2
1726	Galaxy Attack: Alien Shooter	GAME	4.60	506275.00	110.00	10000000.00	Free	0.00	Everyone	Arcade	2018-08-01	5.66	4.1 and up	3
9590	Game for KIDS: KIDS match'em	FAMILY	4.40	7006.00	6.90	1000000.00	Free	0.00	Everyone	Education	2016-10-23	1.17	2.3 and up	2
1691	Gardenscapes	GAME	4.60	4128732.00	110.00	50000000.00	Free	0.00	Everyone	Casual	2018-07-13	2.6.2	4.0.3 and up	2
1916	Garena Free Fire	GAME	4.50	5476569.00	53.00	100000000.00	Free	0.00	Teen	Action	2018-08-03	1.21.0	4.0.3 and up	2
1950	Garena Free Fire	GAME	4.50	5476569.00	53.00	100000000.00	Free	0.00	Teen	Action	2018-08-03	1.21.0	4.0.3 and up	3
10328	Garena Free Fire	GAME	4.50	5534114.00	53.00	100000000.00	Free	0.00	Teen	Action	2018-08-03	1.21.0	4.0.3 and up	4
535	Gay Sugar Daddy Dating & Hookup â€“ Sudy Gay	DATING	4.10	2212.00	41.00	100000.00	Free	0.00	Mature 17+	Dating	2018-06-20	2.0.5	4.0.3 and up	2
3266	Gboard - the Google Keyboard	TOOLS	4.20	1859115.00	110.00	500000000.00	Free	0.00	Everyone	Tools	2018-07-31	Varies with device	Varies with device	2
3327	Gboard - the Google Keyboard	TOOLS	4.20	1859109.00	110.00	500000000.00	Free	0.00	Everyone	Tools	2018-07-31	Varies with device	Varies with device	3
231	Genius Scan - PDF Scanner	BUSINESS	4.40	42492.00	110.00	1000000.00	Free	0.00	Everyone	Business	2018-07-11	Varies with device	Varies with device	2
4142	Geometry Dash World	GAME	4.60	759838.00	63.00	10000000.00	Free	0.00	Everyone	Arcade	2017-12-22	1.03	4.0 and up	2
688	Girls Live Chat - Free Text & Video Chat	DATING	4.80	110.00	4.90	10000.00	Free	0.00	Mature 17+	Dating	2018-07-09	8.2	4.0.3 and up	2
473	Glide - Video Chat Messenger	COMMUNICATION	4.30	350154.00	110.00	10000000.00	Free	0.00	Everyone	Communication	2018-07-29	Varies with device	Varies with device	2
341	Gmail	COMMUNICATION	4.30	4604324.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-08-02	Varies with device	Varies with device	2
4097	Gmail	COMMUNICATION	4.30	4604324.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-08-02	Varies with device	Varies with device	3
4810	GO Keyboard - Emoticon keyboard, Free Theme, GIF	PERSONALIZATION	4.40	2591610.00	110.00	100000000.00	Free	0.00	Everyone	Personalization	2018-07-20	Varies with device	Varies with device	2
3089	Golfshot: Golf GPS + Tee Times	SPORTS	4.30	7543.00	25.00	500000.00	Free	0.00	Everyone	Sports	2018-07-11	1.31.0	4.1 and up	2
3235	Google	TOOLS	4.40	8033493.00	110.00	1000000000.00	Free	0.00	Everyone	Tools	2018-08-03	Varies with device	Varies with device	2
268	Google Ads	BUSINESS	4.30	29313.00	20.00	5000000.00	Free	0.00	Everyone	Business	2018-07-30	1.12.0	4.0.3 and up	2
4980	Google Ads	BUSINESS	4.30	29331.00	20.00	5000000.00	Free	0.00	Everyone	Business	2018-07-30	1.12.0	4.0.3 and up	3
402	Google Allo	COMMUNICATION	4.30	346982.00	110.00	10000000.00	Free	0.00	Everyone	Communication	2018-01-23	Varies with device	4.1 and up	2
411	Google Allo	COMMUNICATION	4.30	346980.00	110.00	10000000.00	Free	0.00	Everyone	Communication	2018-01-23	Varies with device	4.1 and up	3
250	Google Analytics	BUSINESS	4.50	78662.00	22.00	1000000.00	Free	0.00	Everyone	Business	2018-02-13	3.7.5	4.4 and up	2
3534	Google Calendar	PRODUCTIVITY	4.20	858227.00	110.00	500000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	2
3477	Google Calendar	PRODUCTIVITY	4.20	858208.00	110.00	500000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	3
412	Google Chrome: Fast & Secure	COMMUNICATION	4.30	9643041.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-08-01	Varies with device	Varies with device	2
339	Google Chrome: Fast & Secure	COMMUNICATION	4.30	9642995.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-08-01	Varies with device	Varies with device	3
825	Google Classroom	EDUCATION	4.20	69498.00	110.00	10000000.00	Free	0.00	Everyone	Education	2018-07-19	Varies with device	Varies with device	2
843	Google Classroom	EDUCATION	4.20	69498.00	110.00	10000000.00	Free	0.00	Everyone	Education	2018-07-19	Varies with device	Varies with device	3
3478	Google Docs	PRODUCTIVITY	4.30	815981.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	2
3529	Google Docs	PRODUCTIVITY	4.30	815974.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	3
3566	Google Drive	PRODUCTIVITY	4.40	2731211.00	110.00	1000000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	2
3455	Google Drive	PRODUCTIVITY	4.40	2731171.00	110.00	1000000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	3
4171	Google Drive	PRODUCTIVITY	4.40	2728941.00	110.00	1000000000.00	Free	0.00	Everyone	Productivity	2018-07-30	Varies with device	Varies with device	4
372	Google Duo - High Quality Video Calls	COMMUNICATION	4.60	2083237.00	110.00	500000000.00	Free	0.00	Everyone	Communication	2018-07-31	37.1.206017801.DR37_RC14	4.4 and up	2
3122	Google Earth	TRAVEL_AND_LOCAL	4.30	2338655.00	110.00	100000000.00	Free	0.00	Everyone	Travel & Local	2018-06-18	9.2.17.13	4.1 and up	2
3546	Google Keep	PRODUCTIVITY	4.40	691474.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	2
3508	Google Keep	PRODUCTIVITY	4.40	691474.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	3
3468	Google Keep	PRODUCTIVITY	4.40	691474.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	4
269	Google My Business	BUSINESS	4.40	70991.00	110.00	5000000.00	Free	0.00	Everyone	Business	2018-07-24	2.19.0.204537701	4.4 and up	2
194	Google My Business	BUSINESS	4.40	70991.00	110.00	5000000.00	Free	0.00	Everyone	Business	2018-07-24	2.19.0.204537701	4.4 and up	3
3737	Google News	NEWS_AND_MAGAZINES	3.90	877635.00	13.00	1000000000.00	Free	0.00	Teen	News & Magazines	2018-08-01	5.2.0	4.4 and up	2
3766	Google News	NEWS_AND_MAGAZINES	3.90	877635.00	13.00	1000000000.00	Free	0.00	Teen	News & Magazines	2018-08-01	5.2.0	4.4 and up	3
3817	Google News	NEWS_AND_MAGAZINES	3.90	877643.00	13.00	1000000000.00	Free	0.00	Teen	News & Magazines	2018-08-01	5.2.0	4.4 and up	4
1164	Google Pay	FINANCE	4.20	347874.00	110.00	100000000.00	Free	0.00	Everyone	Finance	2018-07-26	2.70.206190089	Varies with device	2
1097	Google Pay	FINANCE	4.20	347838.00	110.00	100000000.00	Free	0.00	Everyone	Finance	2018-07-26	2.70.206190089	Varies with device	3
5602	Google Pay	FINANCE	4.20	348132.00	110.00	100000000.00	Free	0.00	Everyone	Finance	2018-07-26	2.70.206190089	Varies with device	4
3526	Google PDF Viewer	PRODUCTIVITY	4.20	226456.00	110.00	10000000.00	Free	0.00	Everyone	Productivity	2017-10-09	Varies with device	Varies with device	2
3459	Google PDF Viewer	PRODUCTIVITY	4.20	226456.00	110.00	10000000.00	Free	0.00	Everyone	Productivity	2017-10-09	Varies with device	Varies with device	3
2809	Google Photos	PHOTOGRAPHY	4.50	10858556.00	110.00	1000000000.00	Free	0.00	Everyone	Photography	2018-08-06	Varies with device	Varies with device	2
2885	Google Photos	PHOTOGRAPHY	4.50	10859051.00	110.00	1000000000.00	Free	0.00	Everyone	Photography	2018-08-06	Varies with device	Varies with device	3
5396	Google Photos	PHOTOGRAPHY	4.50	10847682.00	110.00	1000000000.00	Free	0.00	Everyone	Photography	2018-08-01	Varies with device	Varies with device	4
5857	Google Play Games	FAMILY	4.30	7168735.00	110.00	1000000000.00	Free	0.00	Teen	Entertainment	2018-07-16	Varies with device	Varies with device	2
3527	Google Sheets	PRODUCTIVITY	4.30	496399.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-06	Varies with device	Varies with device	2
3128	Google Street View	TRAVEL_AND_LOCAL	4.20	2129689.00	110.00	1000000000.00	Free	0.00	Everyone	Travel & Local	2018-08-06	Varies with device	Varies with device	2
3908	Google Translate	TOOLS	4.40	5741684.00	110.00	500000000.00	Free	0.00	Everyone	Tools	2018-08-04	Varies with device	Varies with device	2
395	Google Voice	COMMUNICATION	4.20	171031.00	110.00	10000000.00	Free	0.00	Everyone	Communication	2018-08-03	Varies with device	Varies with device	2
360	Google Voice	COMMUNICATION	4.20	171031.00	110.00	10000000.00	Free	0.00	Everyone	Communication	2018-08-03	Varies with device	Varies with device	3
2555	Google+	SOCIAL	4.20	4831125.00	110.00	1000000000.00	Free	0.00	Teen	Social	2018-07-26	Varies with device	Varies with device	2
1680	Granny	GAME	4.50	1135631.00	59.00	50000000.00	Free	0.00	Teen	Arcade	2018-05-29	1.4.0.1	4.0 and up	2
1725	Granny	GAME	4.50	1137271.00	59.00	50000000.00	Free	0.00	Teen	Arcade	2018-05-29	1.4.0.1	4.0 and up	3
1755	Granny	GAME	4.50	1137267.00	59.00	50000000.00	Free	0.00	Teen	Arcade	2018-05-29	1.4.0.1	4.0 and up	4
1902	Granny	GAME	4.50	1138239.00	59.00	50000000.00	Free	0.00	Teen	Arcade	2018-05-29	1.4.0.1	4.0 and up	5
2784	Groupon - Shop Deals, Discounts & Coupons	SHOPPING	4.60	1370749.00	110.00	50000000.00	Free	0.00	Teen	Shopping	2018-08-03	Varies with device	Varies with device	2
2733	Groupon - Shop Deals, Discounts & Coupons	SHOPPING	4.60	1370749.00	110.00	50000000.00	Free	0.00	Teen	Shopping	2018-08-03	Varies with device	Varies with device	3
2717	Groupon - Shop Deals, Discounts & Coupons	SHOPPING	4.60	1370749.00	110.00	50000000.00	Free	0.00	Teen	Shopping	2018-08-03	Varies with device	Varies with device	4
1194	Grubhub: Food Delivery	FOOD_AND_DRINK	4.50	155944.00	35.00	5000000.00	Free	0.00	Everyone	Food & Drink	2018-08-02	7.12	5.0 and up	2
2744	Gyft - Mobile Gift Card Wallet	SHOPPING	4.10	9701.00	14.00	500000.00	Free	0.00	Everyone	Shopping	2018-07-25	2.4.0	4.4 and up	2
2778	Gyft - Mobile Gift Card Wallet	SHOPPING	4.10	9701.00	14.00	500000.00	Free	0.00	Everyone	Shopping	2018-07-25	2.4.0	4.4 and up	3
4201	H TV	FAMILY	4.30	103064.00	5.60	5000000.00	Free	0.00	Everyone	Entertainment	2018-07-05	4.6.2	2.3.3 and up	2
1584	H&M	LIFESTYLE	3.70	41941.00	14.00	10000000.00	Free	0.00	Everyone	Lifestyle	2018-07-30	9.6.3	4.4 and up	2
342	Hangouts	COMMUNICATION	4.00	3419249.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-07-21	Varies with device	Varies with device	2
465	Hangouts	COMMUNICATION	4.00	3419513.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-07-21	Varies with device	Varies with device	3
4154	Hangouts	COMMUNICATION	4.00	3419464.00	110.00	1000000000.00	Free	0.00	Everyone	Communication	2018-07-21	Varies with device	Varies with device	4
9857	Hangouts Dialer - Call Phones	COMMUNICATION	4.00	122512.00	0.08	10000000.00	Free	0.00	Everyone	Communication	2015-09-02	0.1.100944346	4.0.3 and up	2
1804	Harry Potter: Hogwarts Mystery	GAME	4.40	1107310.00	110.00	10000000.00	Free	0.00	Teen	Adventure	2018-08-01	1.8.2	4.4 and up	2
3787	Haystack TV: Local & World News - Free	NEWS_AND_MAGAZINES	4.30	3684.00	110.00	100000.00	Free	0.00	Everyone 10+	News & Magazines	2018-08-02	Varies with device	Varies with device	2
6563	HBO GO: Stream with TV Package	FAMILY	3.80	87734.00	32.00	10000000.00	Free	0.00	Teen	Entertainment	2018-07-19	16.0.0.437	4.1 and up	2
925	HBO NOW: Stream TV & Movies	ENTERTAINMENT	3.90	61201.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-07-19	Varies with device	Varies with device	2
945	HBO NOW: Stream TV & Movies	ENTERTAINMENT	3.90	61201.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-07-19	Varies with device	Varies with device	3
9827	HBO NOW: Stream TV & Movies	FAMILY	3.90	61230.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-07-19	Varies with device	Varies with device	4
2920	HD Camera for Android	PHOTOGRAPHY	4.10	351255.00	4.00	10000000.00	Free	0.00	Everyone	Photography	2018-06-29	4.6.0.0	4.2 and up	2
6920	HD Widgets	PERSONALIZATION	4.30	58614.00	26.00	1000000.00	Paid	0.99	Everyone	Personalization	2016-12-07	4.3.2	4.4 and up	2
